supplier,family,category,sub_family,sku,name,thickness_mm,length_m,unit_base,length_range,compatibility,composition,cost_excl_vat,cost_incl_vat,sale_excl_vat,sale_incl_vat,margin_percent,profit,consumer_final,web_price_excl_vat,web_sale_incl_vat,web_sale_incl_vat_alt,web_price_incl_vat,price_public
,,,,CHLIC18,"Chapa BC-800  Aluzinc Cal. 18  esp. 0,7mm // 0,8m ancho",Estandar,,N/A,,,,,27.138322,,29.92,,2.781678005,36.5024,,37.99365079,46.35225397,,
,,,,CHLIC16,"Chapa BC-800  Aluzinc Cal. 16 esp. 0,7mm // 0,8m ancho",Estandar,,N/A,,,,,36.03628118,,39.73,,3.693718821,48.4706,,50.45079365,61.54996825,,
,,,,CUMLAMA,Cumbreras Lisa a Medida Aluzinc BC-18/30/35-Teja/Panel,Estandar,,N/A,,,,,7.328798186,,8.08,,0.7512018141,9.8576,,10.26031746,12.5175873,,
,,,,CUMLAMPP,Cumbreras Lisa a Medida Prepintada BC-18/30/35-Teja/Panel,Estandar,,N/A,,,,,8.988662132,,9.91,,0.9213378685,12.0902,,12.58412698,15.35263492,,
,,,,CUMLSA,Cumbreras Lisa De Stock Aluzinc BC-18/30/35-Teja/Panel     3m,Estandar,,N/A,,,,,14.28571429,,15.75,,1.464285714,19.215,,20.0,24.4,,
,,,,CUPAL1835,Cumbrera Perfilada Aluzinc BC18/BC35 *,Estandar,,N/A,,,,,9.097505669,,10.03,,0.9324943311,12.2366,,12.73650794,15.53853968,,
,,,,CUPP1835,Cumbrera Perfilada Prepintada BC18/BC35 *,Estandar,,N/A,,,,,9.868480726,,10.88,,1.011519274,13.2736,,13.81587302,16.85536508,,
,,,,CULICAL,Cumbrera Lisa con Cresta Aluzinc BC-18/30/35-Teja/Panel *,Estandar,,N/A,,,,,11.04761905,,12.18,,1.132380952,14.8596,,15.46666667,18.86933333,,
,,,,CULICPP,Cumbrera Lisa con Cresta Prepintada BC-18/30/35-Teja/Panel *,Estandar,,N/A,,,,,12.18,,14.75,,2.57,17.995,,17.052,20.80344,,
,,,,CULICAL120,Cumbrera Lisa con Cresta Aluzinc BC-120 *,Estandar,,N/A,,,,,12.38095238,,13.65,,1.269047619,16.653,,17.33333333,21.14666667,,
,,,,CULICPP120,Cumbrera Lisa con Cresta Prepintada BC-120 *,Estandar,,N/A,,,,,16.97052154,,18.71,,1.739478458,22.8262,,23.75873016,28.98565079,,
,,,,BBLM31AL,Babeta Lisa a Medida 0.31 mm BC-18/30/35-Teja/Panel - Aluzinc,Estandar,,N/A,,,,,3.646258503,,4.02,,0.3737414966,4.9044,,5.104761905,6.227809524,,
,,,,BBLM26AL,Babeta Lisa a Medida 0.41 mm BC-18/30/35/120 -Teja/Panel - Aluzinc,Estandar,,N/A,,,,,4.734693878,,5.22,,0.4853061224,6.3684,,6.628571429,8.086857143,,
,,,,BBLM41PP,Babeta Lisa a Medida 0.41 mm BC-18/30/35/120 -Teja/Panel - Prepintada,Estandar,,N/A,,,,,5.25170068,,5.79,,0.5382993197,7.0638,,7.352380952,8.969904762,,
,,,,BBLDSAL,Babeta Lisa de Stock BC-18/30/35-Teja/Panel - Aluzinc,Estandar,,N/A,,,,,3.092970522,,3.41,,0.3170294785,4.1602,,4.33015873,5.282793651,,
,,,,BBLDSPP,Babeta Lisa de Stock BC-18/30/35-Teja/Panel - Prepintada,Estandar,,N/A,,,,,4.002721088,,4.413,,0.4102789116,5.38386,,5.603809524,6.836647619,,
,,,,BBLCCAL,Babeta Lisa con Cresta BC-18/30/35/120 -Teja/Panel - Aluzinc *,Estandar,,N/A,,,,,7.854875283,,8.66,,0.8051247166,10.5652,,10.9968254,13.41612698,,
,,,,BBLCCPP,Babeta Lisa con Cresta BC-18/30/35/120 -Teja/Panel - Prepintada *,Estandar,,N/A,,,,,9.278911565,,10.23,,0.9510884354,12.4806,,12.99047619,15.84838095,,
,,,,BBP700AL,Perfilada (apoyo superior) BC-700 Unidad - Aluzinc,Estandar,,N/A,,,,,7.129251701,,7.86,,0.7307482993,9.5892,,9.980952381,12.1767619,,
,,,,BBP800AL,Perfilada (apoyo superior) BC-800 Unidad - Aluzinc,Estandar,,N/A,,,,,11.69160998,,12.89,,1.198390023,15.7258,,16.36825397,19.96926984,,
,,,,CANAM31AL,Canalon a medida 0.31 mm BC-18/30/35-Teja/Panel - Aluzinc,Estandar,,N/A,,,,,4.83446712,,5.33,,0.4955328798,6.5026,,6.768253968,8.257269841,,
,,,,CANAM26AL,Canalon a medida 0.41 mm BC-18/30/35-Teja/Panel - Aluzinc,Estandar,,N/A,,,,,6.303854875,,6.95,,0.6461451247,8.479,,8.825396825,10.76698413,,
,,,,CANAM26PP,Canalon a medida 0.41 mm BC-18/30/35-Teja/Panel - Prepintado / ml,Estandar,,N/A,,,,,9.070294785,,10.0,,0.9297052154,12.2,,12.6984127,15.49206349,,
,,,,TACANAL,Tapa de Canalon - Todas las chapas - Aluzinc,Estandar,,N/A,,,,,3.129251701,,3.45,,0.3207482993,4.209,,4.380952381,5.344761905,,
,,,,TACANPP,Tapa de Canalon - Todas las chapas - Prepintado,Estandar,,N/A,,,,,3.891156463,,4.29,,0.3988435374,5.2338,,5.447619048,6.646095238,,
,,,,CONBPVC,Conexión de Bajada PVC - Todas las chapas,Estandar,,N/A,,,,,10.96598639,,12.09,,1.124013605,14.7498,,15.35238095,18.72990476,,
,,,,SCANAL,Soporte de Canalón - Todas las chapas - Aluzinc,Estandar,,N/A,,,,,2.367346939,,2.61,,0.2426530612,3.1842,,3.314285714,4.043428571,,
,,,,SCANPP,Soporte de Canalón - Todas las chapas - Prepintado,Estandar,,N/A,,,,,2.403628118,,2.65,,0.2463718821,3.233,,3.365079365,4.105396825,,
,,,,REJCAN1M,Rejilla de Canalón - 1 m de largo,Estandar,,N/A,,,,,5.614512472,,6.19,,0.5754875283,7.5518,,7.86031746,9.589587302,,
,,,,CABC18,Caballete BC-18 - Unidad,Estandar,,N/A,,,,,0.1723356009,,0.19,,0.01766439909,0.2318,,0.2412698413,0.2943492063,,
,,,,CABC35,Caballete BC-35 - Unidad,Estandar,,N/A,,,,,0.20861678,,0.23,,0.02138321995,0.2806,,0.2920634921,0.3563174603,,
,,,,CABDBC700,Caballete Art. Doble BC-700 - Unidad,Estandar,,N/A,,,,,8.063492063,,8.89,,0.8265079365,10.8458,,11.28888889,13.77244444,,
,,,,CABDBC800,Caballete Art. Doble BC-800 - Unidad,Estandar,,N/A,,,,,10.53968254,,11.62,,1.08031746,14.1764,,14.75555556,18.00177778,,
,,,,CABTBC801,Caballete Art. Triple BC-800 - Unidad,Estandar,,N/A,,,,,15.38321995,,16.96,,1.576780045,20.6912,,21.53650794,26.27453968,,
,,,,CABSCU,Caballete sin cargo - Unidad,Estandar,,N/A,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
,,,,COMAY700,Cerramiento de onda mayor BC-700 - Unidad,Estandar,,N/A,,,,,6.367346939,,7.02,,0.6526530612,8.5644,,8.914285714,10.87542857,,
,,,,COMEN700,Cerramiento de onda menor BC-700 - Unidad,Estandar,,N/A,,,,,3.047619048,,3.36,,0.3123809524,4.0992,,4.266666667,5.205333333,,
,,,,COMAY800,Cerramiento de onda mayor BC-800 - Unidad,Estandar,,N/A,,,,,8.099773243,,8.93,,0.8302267574,10.8946,,11.33968254,13.8344127,,
,,,,COMEN800,Cerramiento de onda menor BC-800 - Unidad,Estandar,,N/A,,,,,3.664399093,,4.04,,0.375600907,4.9288,,5.13015873,6.258793651,,
,,,,CESC120U,Cerramiento sin cargo BC-120 - Unidad,Estandar,,N/A,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
,,,,VINBORBC120,Vinculador de Borde BC-120 - Unidad,Estandar,,N/A,,,,,3.873015873,,4.27,,0.396984127,5.2094,,5.422222222,6.615111111,,
,,,,VINFDVBC120,Vinculador de Fibra de Vidrio  BC-120 - Unidad,Estandar,,N/A,,,,,16.6893424,,18.4,,1.710657596,22.448,,23.36507937,28.50539683,,
,,,,VINRIGBC120,Vinculador de Rigides  BC-120 - Unidad,Estandar,,N/A,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
,,,,COMP1MBC18,Compriban - L= 1.00 mt. BC-18,Estandar,,N/A,,,,,3.528344671,,3.89,,0.3616553288,4.7458,,4.93968254,6.026412698,,
,,,,COMP1MBC35,Compriban - L= 1.00 mt. BC-35,Estandar,,N/A,,,,,3.528344671,,3.89,,0.3616553288,4.7458,,4.93968254,6.026412698,,
,,,,COMP1MBC30,Compriban - L= 1.00 mt. BC-30 y Chapateja,Estandar,,N/A,,,,,3.528344671,,3.89,,0.3616553288,4.7458,,4.93968254,6.026412698,,
,,,,FROROOF,Frontalin - Panel Cubierta y Agro - Des. 0.15 cm - 2.15 m L /  Gris Pizarra -  Rojo Teja,Estandar,,N/A,,,,,12.57142857,,13.86,,1.288571429,16.9092,,17.6,21.472,,
,,,,LADERROOF,Lateral Derecha - Panel Cubierta y Agro - Des. 0.24 cm - 3 m L / Blanco. Gris. Terracota,Estandar,,N/A,,,,,18.21315193,,20.08,,1.866848073,24.4976,,25.4984127,31.10806349,,
,,,,LAIZQROOF,Lateral Izquierdo - Panel Cubierta y Agro - Des. 0.24 cm - 3 m L / Blanco. Gris. Terracota,Estandar,,N/A,,,,,18.21315193,,20.08,,1.866848073,24.4976,,25.4984127,31.10806349,,
,,,,TMOME,Tornillo para madera o metal  - Todos los paneles - Unidad - Blanco. Gris. Terracota,Estandar,,N/A,,,,,0.7256235828,,0.8,,0.07437641723,0.976,,1.015873016,1.239365079,,
,,,,CAG100U,Clavos de Acero Galv c/ capuchón - 100 u.  - Color,Estandar,,N/A,,,,,7.174603175,,7.91,,0.7353968254,9.6502,,10.04444444,12.25422222,,
,,,,CAG800U,Clavos de Acero Galv c/ capuchón - 800 u. (caja cerrada)  -  Color,Estandar,,N/A,,,,,54.65759637,,60.26,,5.602403628,73.5172,,76.52063492,93.3551746,,
,,,,TFJ65100U,"Tirafondo ""J"" 65 - 100 u.",Estandar,,N/A,,,,,36.39002268,,40.12,,3.729977324,48.9464,,50.94603175,62.15415873,,
,,,,TC100U,Tornillo de Costura - 100 u.,Estandar,,N/A,,,,,25.98639456,,28.65,,2.663605442,34.953,,36.38095238,44.3847619,,
,,,,"APERG1""100U","Autoperforantes 1/4"" x 1"" con goma -100 u.",Estandar,,N/A,,,,,20.12698413,,22.19,,2.063015873,27.0718,,28.17777778,34.37688889,,
,,,,"APERG3""100U","Autoperforantes 1/4"" x 3"" con goma -100 u.",Estandar,,N/A,,,,,39.76417234,,43.84,,4.075827664,53.4848,,55.66984127,67.91720635,,
,,,,TFJ150100U,"Tirafondo ""J"" 150 - 100 u.",Estandar,,N/A,,,,,41.2154195,,45.44,,4.224580499,55.4368,,57.7015873,70.39593651,,
,,,,VR20CM,Varilla Roscada 20 cm completa,Estandar,,N/A,,,,,0.2721088435,,0.3,,0.02789115646,0.366,,0.380952381,0.4647619048,,
,,,,VR30CM,Varilla Roscada 30 cm completa,Estandar,,N/A,,,,,0.3628117914,,0.4,,0.03718820862,0.488,,0.5079365079,0.6196825397,,
,,,,VR40CM,Varilla Roscada 40 cm completa,Estandar,,N/A,,,,,0.4263038549,,0.47,,0.04369614512,0.5734,,0.5968253968,0.7281269841,,
,,,,CPAMU,Corte de Paneles - Todos los paneles - Unidad,Estandar,,N/A,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
,,,,LITE3MAL,Limatesa - 3m de Largo - BC-18/30/35-Teja - Aluzinc,Estandar,,N/A,,,,,18.82993197,,20.76,,1.930068027,25.3272,,26.36190476,32.16152381,,
,,,,LITE3MPP,Limatesa - 3m de Largo - BC-18/30/35-Teja - Prepintado,Estandar,,N/A,,,,,24.04535147,,26.51,,2.464648526,32.3422,,33.66349206,41.06946032,,
,,,,LIHO3MAL,Limahoya - 3m de Largo - BC-18/30/35-Teja - Aluzinc,Estandar,,N/A,,,,,14.34920635,,15.82,,1.470793651,19.3004,,20.08888889,24.50844444,,
,,,,LIHO3MPP,Limahoya - 3m de Largo - BC-18/30/35-Teja - Prepintado,Estandar,,N/A,,,,,18.6031746,,20.51,,1.906825397,25.0222,,26.04444444,31.77422222,,
,,,,CURVCH35U,Curvado de Chapa - BC-35 Unidad,Estandar,,N/A,,,,,3.201814059,,3.53,,0.328185941,4.3066,,4.482539683,5.468698413,,
,,,,FDVBC18AM,BC-18 / 1 m ancho útil / A medida por mt,Estandar,,N/A,,,,,16.19047619,,17.85,,1.65952381,21.777,,22.66666667,27.65333333,,
,,,,FDVBC30AM,BC-30 / 0.90 m ancho útil / A medida por mt,Estandar,,N/A,,,,,34.48526077,,38.02,,3.534739229,46.3844,,48.27936508,58.9008254,,
,,,,FDVBC35AM,BC-35 / 0.97 m ancho útil / A medida por mt,Estandar,,N/A,,,,,19.138322,,21.1,,1.961678005,25.742,,26.79365079,32.68825397,,
,,,,FDVBC120AM,BC-120 / 0.80 m ancho útil / A medida por mt,Estandar,,N/A,,,,,30.30385488,,33.41,,3.106145125,40.7602,,42.42539683,51.75898413,,
,,,,FDVBC700AM,BC-700 / 0.70 m ancho útil / A medida por mt,Estandar,,N/A,,,,,89.97732426,,99.2,,9.222675737,121.024,,125.968254,153.6812698,,
,,,,FDVBC800AM,BC-800 / 0.80 m ancho útil / A medida por mt,Estandar,,N/A,,,,,89.97732426,,99.2,,9.222675737,121.024,,125.968254,153.6812698,,
,,,,POLBC18244,BC-18 / 1 m ancho útil / de 2.44 mt de largo,Estandar,,N/A,,,,,49.32426304,,54.38,,5.055736961,66.3436,,69.05396825,84.24584127,,
,,,,POLBC18366,BC-18 / 1 m ancho útil / de 3.66 mt de largo,Estandar,,N/A,,,,,72.54421769,,79.98,,7.435782313,97.5756,,101.5619048,123.9055238,,
,,,,POLBC18457,BC-18 / 1 m ancho útil / de 4.57 mt de largo,Estandar,,N/A,,,,,90.2675737,,99.52,,9.252426304,121.4144,,126.3746032,154.1770159,,
,,,,POLBC18600,BC-18 / 1 m ancho útil / de 6 mt de largo,Estandar,,N/A,,,,,107.6553288,,118.69,,11.0346712,144.8018,,150.7174603,183.8753016,,
,,,,POLBC30250,BC-35 / 1 m ancho útil / de 2.5 mt de largo,Estandar,,N/A,,,,,46.57596372,,51.35,,4.774036281,62.647,,65.20634921,79.55174603,,
,,,,POLBC30366,BC-35 / 1 m ancho útil / de 3.66 mt de largo,Estandar,,N/A,,,,,69.69614512,,76.84,,7.143854875,93.7448,,97.57460317,119.0410159,,
,,,,POLBC30457,BC-35 / 1 m ancho útil / de 4.57 mt de largo,Estandar,,N/A,,,,,87.02947846,,95.95,,8.920521542,117.059,,121.8412698,148.6463492,,
,,,,MON3543260,Montante 35 / 0.43 mm / unidad / 2.6 mt de largo,Estandar,,N/A,,,,,2.575963719,,2.84,,0.2640362812,3.4648,,3.606349206,4.399746032,,
,,,,MON3543300,Montante 35 / 0.43 mm / unidad / 3 mt de largo,Estandar,,N/A,,,,,2.975056689,,3.28,,0.3049433107,4.0016,,4.165079365,5.081396825,,
,,,,MON7043260,Montante 70 / 0.43 mm / unidad / 2.6 mt de largo,Estandar,,N/A,,,,,3.428571429,,3.78,,0.3514285714,4.6116,,4.8,5.856,,
,,,,MON7043300,Montante 70 / 0.43 mm / unidad / 3 mt de largo,Estandar,,N/A,,,,,3.963718821,,4.37,,0.4062811791,5.3314,,5.549206349,6.770031746,,
,,,,MON7050260,Montante 35 / 0.50 mm / unidad / 2.6 mt de largo,Estandar,,N/A,,,,,2.857142857,,3.15,,0.2928571429,3.843,,4.0,4.88,,
,,,,MON7050300,Montante 35 / 0.50 mm / unidad / 3 mt de largo,Estandar,,N/A,,,,,3.292517007,,3.63,,0.3374829932,4.4286,,4.60952381,5.623619048,,
,,,,SOL3543300,Soleras 70 / 0.43 mm / unidad / 3 mt de largo,Estandar,,N/A,,,,,2.802721088,,3.09,,0.2872789116,3.7698,,3.923809524,4.787047619,,
,,,,SOL3550260,Soleras 35 / 0.50 mm / unidad / 2.6 mt de largo,Estandar,,N/A,,,,,2.684807256,,2.96,,0.2751927438,3.6112,,3.758730159,4.585650794,,
,,,,SOL3550300,Soleras 35 / 0.50 mm / unidad / 3 mt de largo,Estandar,,N/A,,,,,3.092970522,,3.41,,0.3170294785,4.1602,,4.33015873,5.282793651,,
,,,,SOL7050260,Soleras 70 / 0.50 mm / unidad / 2.6 mt de largo,Estandar,,N/A,,,,,3.546485261,,3.91,,0.3635147392,4.7702,,4.965079365,6.057396825,,
,,,,SOL7050300,Soleras 70 / 0.50 mm / unidad / 3 mt de largo,Estandar,,N/A,,,,,4.090702948,,4.51,,0.4192970522,5.5022,,5.726984127,6.986920635,,
,,,,SOL10050260,Soleras 100 / 0.50 mm / unidad / 2.6 mt de largo,Estandar,,N/A,,,,,5.360544218,,5.91,,0.5494557823,7.2102,,7.504761905,9.155809524,,
,,,,SOL10050300,Soleras 100 / 0.50 mm / unidad / 3 mt de largo,Estandar,,N/A,,,,,5.551020408,,6.12,,0.5689795918,7.4664,,7.771428571,9.481142857,,
,,,,OMG43260,Omega 10 / 0.43 mm / unidad / 2.6 mt de largo,Estandar,,N/A,,,,,2.321995465,,2.56,,0.2380045351,3.1232,,3.250793651,3.965968254,,
,,,,OMG43300,Omega 10 / 0.43 mm / unidad / 3 mt de largo,Estandar,,N/A,,,,,2.675736961,,2.95,,0.2742630385,3.599,,3.746031746,4.57015873,,
,,,,OMG50260,Omega 10 / 0.50 mm / unidad / 2.6 mt de largo,Estandar,,N/A,,,,,2.566893424,,2.83,,0.263106576,3.4526,,3.593650794,4.384253968,,
,,,,OMG50300,Omega 10/ 0.50 mm / unidad / 3 mt de largo,Estandar,,N/A,,,,,2.965986395,,3.27,,0.3040136054,3.9894,,4.152380952,5.065904762,,
,,,,OMG5030020,Omega 20 / 0.50 mm / unidad / 3 mt de largo,Estandar,,N/A,,,,,2.965986395,,3.27,,0.3040136054,3.9894,,4.152380952,5.065904762,,
,,,,MONC3543260,Correa Alma 80 / 2mm/ Unidad / 6m Largo,Estandar,,N/A,,,,,6.857142857,,7.56,,0.7028571429,9.2232,,9.6,11.712,,
,,,,MONC3543300,Correa Alma 120 / 2mm/ Unidad / 6m Largo,Estandar,,N/A,,,,,9.904761905,,10.92,,1.015238095,13.3224,,13.86666667,16.91733333,,
,,,,MONC7043260,Correa Alma 140 / 2mm/ Unidad / 6m Largo,Estandar,,N/A,,,,,11.14739229,,12.29,,1.14260771,14.9938,,15.60634921,19.03974603,,
,,,,MONC7043300,Correa Alma 160 / 2mm/ Unidad / 6m Largo,Estandar,,N/A,,,,,12.39002268,,13.66,,1.269977324,16.6652,,17.34603175,21.16215873,,
,,,,MONC3550260,Correa Alma 180 / 2mm/ Unidad / 6m Largo,Estandar,,N/A,,,,,12.39002268,,13.66,,1.269977324,16.6652,,17.34603175,21.16215873,,
,,,,MONC3550300,Correa Alma 200 / 2mm/ Unidad / 6m Largo,Estandar,,N/A,,,,,16.50793651,,18.2,,1.692063492,22.204,,23.11111111,28.19555556,,
,,,,UN-PGC2mm,Unión Perfiles C para Correas 80mm,Estandar,,N/A,,,,,3.718820862,,4.1,,0.3811791383,5.002,,5.206349206,6.351746032,,
,,,,CARE5816MM,"Redondo / 5/8"" / 6 mts / 1.6 mm",Estandar,,N/A,,,,,7.700680272,,8.49,,0.7893197279,10.3578,,10.78095238,13.1527619,,
,,,,CARE3416MM,"Redondo / 3/4"" / 6 mts / 1.6 mm",Estandar,,N/A,,,,,9.115646259,,10.05,,0.9343537415,12.261,,12.76190476,15.56952381,,
,,,,CARE116MM,"Redondo / 1"" / 6 mts / 1.6 mm",Estandar,,N/A,,,,,12.11791383,,13.36,,1.242086168,16.2992,,16.96507937,20.69739683,,
,,,,CARE11416MM,"Redondo / 1 1/4"" / 6 mts / 1.6 mm",Estandar,,N/A,,,,,15.70068027,,17.31,,1.609319728,21.1182,,21.98095238,26.8167619,,
,,,,CARE11216MM,"Redondo / 1 1/2"" / 6 mts / 1.6 mm",Estandar,,N/A,,,,,18.53968254,,20.44,,1.90031746,24.9368,,25.95555556,31.66577778,,
,,,,CARE216MM,"Redondo / 2"" / 6 mts / 1.6 mm",Estandar,,N/A,,,,,25.64172336,,28.27,,2.628276644,34.4894,,35.8984127,43.79606349,,
,,,,CARE2516MM,"Redondo / 2,5 / 6 mts / 1.6 mm",Estandar,,N/A,,,,,32.22675737,,35.53,,3.30324263,43.3466,,45.11746032,55.04330159,,
,,,,CARE342MM,"Redondo / 3/4"" / 6 mts / 2 mm",Estandar,,N/A,,,,,11.51927438,,12.7,,1.180725624,15.494,,16.12698413,19.67492063,,
,,,,CARE12MM,"Redondo / 1"" / 6 mts / 2 mm",Estandar,,N/A,,,,,15.8185941,,17.44,,1.621405896,21.2768,,22.14603175,27.01815873,,
,,,,CARE11452MM,"Redondo / 1 1/4"" / 6 mts / 2 mm",Estandar,,N/A,,,,,20.61678005,,22.73,,2.113219955,27.7306,,28.86349206,35.21346032,,
,,,,CARE1122MM,"Redondo / 1 1/2"" / 6 mts / 2 mm",Estandar,,N/A,,,,,24.72562358,,27.26,,2.534376417,33.2572,,34.61587302,42.23136508,,
,,,,CARE22MM,"Redondo / 2"" / 6 mts / 2 mm",Estandar,,N/A,,,,,32.97052154,,36.35,,3.379478458,44.347,,46.15873016,56.31365079,,
,,,,CARE252MM,"Redondo / 2,5 / 6 mts / 2 mm",Estandar,,N/A,,,,,42.62131519,,46.99,,4.368684807,57.3278,,59.66984127,72.79720635,,
,,,,CARE13MM,"Redondo / 1"" / 6 mts / 3 mm",Estandar,,N/A,,,,,23.26530612,,25.65,,2.384693878,31.293,,32.57142857,39.73714286,,
,,,,CARE1143MM,"Redondo / 1 1/4"" / 6 mts / 3 mm",Estandar,,N/A,,,,,29.87755102,,32.94,,3.06244898,40.1868,,41.82857143,51.03085714,,
,,,,CARE23MM,"Redondo / 2"" / 6 mts / 3 mm",Estandar,,N/A,,,,,49.66893424,,54.76,,5.09106576,66.8072,,69.53650794,84.83453968,,
,,,,CACU202016MM,Cuadrado / 20 x 20 / 6 mts / 1.6 mm,Estandar,,N/A,,,,,11.70068027,,12.9,,1.199319728,15.738,,16.38095238,19.9847619,,
,,,,CACU252516MM,Cuadrado / 25 x 25 / 6 mts / 1.6 mm,Estandar,,N/A,,,,,14.9569161,,16.49,,1.5330839,20.1178,,20.93968254,25.5464127,,
,,,,CACU303016MM,Cuadrado / 30 x 30 / 6 mts / 1.6 mm,Estandar,,N/A,,,,,18.17687075,,20.04,,1.863129252,24.4488,,25.44761905,31.04609524,,
,,,,CACU353516MM,Cuadrado / 35 x 35 / 6 mts / 1.6 mm,Estandar,,N/A,,,,,21.94104308,,24.19,,2.248956916,29.5118,,30.71746032,37.47530159,,
,,,,CACU404016MM,Cuadrado / 40 x 40 / 6 mts / 1.6 mm,Estandar,,N/A,,,,,24.61678005,,27.14,,2.523219955,33.1108,,34.46349206,42.04546032,,
,,,,CACU505016MM,Cuadrado / 50 x 50 / 6 mts / 1.6 mm,Estandar,,N/A,,,,,31.09297052,,34.28,,3.187029478,41.8216,,43.53015873,53.10679365,,
,,,,CACU606016MM,Cuadrado / 60 x 60 / 6 mts / 1.6 mm,Estandar,,N/A,,,,,38.51247166,,42.46,,3.947528345,51.8012,,53.91746032,65.77930159,,
,,,,CACU808016MM,Cuadrado / 80 x 80 / 6 mts / 1.6 mm,Estandar,,N/A,,,,,52.02721088,,57.36,,5.332789116,69.9792,,72.83809524,88.86247619,,
,,,,CACU10010016MM,Cuadrado / 100 x 100 / 6 mts / 1.6 mm,Estandar,,N/A,,,,,68.04535147,,75.02,,6.974648526,91.5244,,95.26349206,116.2214603,,
,,,,CACU20202MM,Cuadrado / 20 x 20 / 6 mts / 2 mm,Estandar,,N/A,,,,,15.138322,,16.69,,1.551678005,20.3618,,21.19365079,25.85625397,,
,,,,CACU25252MM,Cuadrado / 25 x 25 / 6 mts / 2 mm,Estandar,,N/A,,,,,20.24489796,,22.32,,2.075102041,27.2304,,28.34285714,34.57828571,,
,,,,CACU30302MM,Cuadrado / 30 x 30 / 6 mts / 2 mm,Estandar,,N/A,,,,,23.71882086,,26.15,,2.431179138,31.903,,33.20634921,40.51174603,,
,,,,CACU40402MM,Cuadrado / 40 x 40 / 6 mts / 2 mm,Estandar,,N/A,,,,,32.32653061,,35.64,,3.313469388,43.4808,,45.25714286,55.21371429,,
,,,,CACU50502MM,Cuadrado / 50 x 50 / 6 mts / 2 mm,Estandar,,N/A,,,,,40.92517007,,45.12,,4.194829932,55.0464,,57.2952381,69.90019048,,
,,,,CACU60602MM,Cuadrado / 60 x 60 / 6 mts / 2 mm,Estandar,,N/A,,,,,49.54195011,,54.62,,5.078049887,66.6364,,69.35873016,84.61765079,,
,,,,CACU80802MM,Cuadrado / 80 x 80 / 6 mts / 2 mm,Estandar,,N/A,,,,,66.73922902,,73.58,,6.840770975,89.7676,,93.43492063,113.9906032,,
,,,,CACU1001002MM,Cuadrado / 100 x 100 / 6 mts / 2 mm,Estandar,,N/A,,,,,83.92743764,,92.53,,8.602562358,112.8866,,117.4984127,143.3480635,,
,,,,CACU40403MM,Cuadrado / 40 x 40 / 6 mts / 3 mm,Estandar,,N/A,,,,,48.12698413,,53.06,,4.933015873,64.7332,,67.37777778,82.20088889,,
,,,,CACU50503MM,Cuadrado / 50 x 50 / 6 mts / 3 mm,Estandar,,N/A,,,,,59.8185941,,65.95,,6.131405896,80.459,,83.74603175,102.1701587,,
,,,,CACU60603MM,Cuadrado / 60 x 60 / 6 mts / 3 mm,Estandar,,N/A,,,,,74.62131519,,82.27,,7.648684807,100.3694,,104.4698413,127.4532063,,
,,,,CACU80803MM,Cuadrado / 80 x 80 / 6 mts / 3 mm,Estandar,,N/A,,,,,101.0521542,,111.41,,10.3578458,135.9202,,141.4730159,172.5970794,,
,,,,CACU1001003MM,Cuadrado / 100 x 100 / 6 mts / 3 mm,Estandar,,N/A,,,,,124.3537415,,137.1,,12.7462585,167.262,,174.0952381,212.3961905,,
,,,,CAREC402016MM,Rectangular / 40 x 20 / 6 mts / 1.6 mm,Estandar,,N/A,,,,,18.63945578,,20.55,,1.910544218,25.071,,26.0952381,31.83619048,,
,,,,CAREC503016MM,Rectangular / 50 x 30 / 6 mts / 1.6 mm,Estandar,,N/A,,,,,24.61678005,,27.14,,2.523219955,33.1108,,34.46349206,42.04546032,,
,,,,CAREC603016MM,Rectangular / 60 x 30 / 6 mts / 1.6 mm,Estandar,,N/A,,,,,28.57142857,,31.5,,2.928571429,38.43,,40.0,48.8,,
,,,,CAREC604016MM,Rectangular / 60 x 40 / 6 mts / 1.6 mm,Estandar,,N/A,,,,,31.09297052,,34.28,,3.187029478,41.8216,,43.53015873,53.10679365,,
,,,,CAREC804016MM,Rectangular / 80 x 40 / 6 mts / 1.6 mm,Estandar,,N/A,,,,,37.5600907,,41.41,,3.849909297,50.5202,,52.58412698,64.15263492,,
,,,,CAREC1004016MM,Rectangular / 100 x 40 / 6 mts / 1.6 mm,Estandar,,N/A,,,,,45.41496599,,50.07,,4.655034014,61.0854,,63.58095238,77.5687619,,
,,,,CAREC1006016MM,Rectangular / 100 x 60 / 6 mts / 1.6 mm,Estandar,,N/A,,,,,52.02721088,,57.36,,5.332789116,69.9792,,72.83809524,88.86247619,,
,,,,CAREC40202MM,Rectangular / 40 x 20 / 6 mts / 2 mm,Estandar,,N/A,,,,,24.33560091,,26.83,,2.494399093,32.7326,,34.06984127,41.56520635,,
,,,,CAREC50302MM,Rectangular / 50 x 30 / 6 mts / 2 mm,Estandar,,N/A,,,,,32.32653061,,35.64,,3.313469388,43.4808,,45.25714286,55.21371429,,
